0 -20.0 648
1 -21.0 1155
2 -21.0 1602
3 -20.0 2443
4 -21.0 2830
5 -20.0 3538
6 -21.0 4107
7 -21.0 4554
8 -21.0 4941
9 -21.0 5390
10 -20.0 6116
11 -21.0 6626
12 -21.0 7316
13 -21.0 7823
14 -20.0 8467
15 -21.0 8974
16 -20.0 9871
17 -21.0 10439
18 -20.0 10965
19 -21.0 11533
20 -21.0 12282
21 -21.0 12789
22 -21.0 13298
23 -21.0 13807
24 -20.0 14697
25 -21.0 15144
26 -21.0 15651
27 -20.0 16551
28 -21.0 17120
29 -21.0 17567
30 -20.0 18393
31 -21.0 18902
32 -20.0 19547
33 -20.0 20134
34 -21.0 20702
35 -20.0 21362
36 -21.0 21811
37 -21.0 22383
38 -21.0 22951
39 -20.0 23536
40 -20.0 24244
41 -21.0 24631
42 -21.0 25080
43 -21.0 25527
44 -21.0 25975
45 -19.0 26650
46 -21.0 27277
47 -21.0 27846
48 -21.0 28353
49 -20.0 28878
50 -21.0 29325
51 -21.0 30016
52 -20.0 30784
53 -21.0 31293
54 -21.0 31864
55 -21.0 32311
56 -20.0 33078
57 -20.0 33736
58 -19.0 34458
59 -21.0 34967
60 -21.0 35414
61 -21.0 35924
62 -21.0 36371
63 -21.0 36878
64 -21.0 37325
65 -19.0 38410
66 -21.0 39464
67 -20.0 40126
68 -20.0 40773
69 -19.0 41436
70 -21.0 41823
71 -21.0 42272
72 -21.0 42721
73 -20.0 43307
74 -21.0 43754
75 -21.0 44141
76 -20.0 44850
77 -21.0 45477
78 -21.0 46045
79 -21.0 46556
80 -21.0 47187
81 -21.0 47634
82 -20.0 48220
83 -21.0 48910
84 -21.0 49357
85 -21.0 49866
86 -21.0 50314
87 -21.0 50823
88 -21.0 51270
89 -20.0 51927
90 -21.0 52314
91 -21.0 52763
92 -20.0 53593
93 -21.0 54102
94 -21.0 54976
95 -21.0 55424
96 -21.0 55993
97 -21.0 56502
98 -21.0 56949
99 -20.0 57475
100 -21.0 58043
101 -21.0 58430
102 -21.0 59000
103 -20.0 59712
104 -21.0 60159
105 -21.0 60607
106 -21.0 60994
107 -21.0 61381
108 -21.0 61949
109 -21.0 62580
110 -19.0 63311
111 -20.0 63955
112 -21.0 64768
113 -21.0 65337
114 -21.0 65784
115 -21.0 66171
116 -20.0 66876
117 -21.0 67323
118 -21.0 68017
119 -19.0 68558
120 -21.0 69005
121 -19.0 69733
122 -21.0 70180
123 -21.0 70628
124 -21.0 71260
125 -21.0 71707
126 -21.0 72337
127 -19.0 72941
128 -21.0 73388
129 -21.0 73837
130 -20.0 74605
131 -21.0 75354
132 -21.0 76107
133 -21.0 76677
134 -20.0 77383
135 -21.0 77890
136 -21.0 78338
137 -21.0 78846
138 -20.0 79499
139 -21.0 79946
140 -21.0 80393
141 -21.0 80840
142 -20.0 81366
143 -21.0 81938
144 -21.0 82387
145 -21.0 82954
146 -20.0 83612
147 -21.0 84121
148 -20.0 84835
149 -20.0 85299
150 -20.0 86008
151 -21.0 86640
152 -21.0 87087
153 -20.0 87868
154 -19.0 88533
155 -21.0 89223
156 -21.0 89671
157 -19.0 90395
158 -21.0 90842
159 -21.0 91411
160 -20.0 91937
161 -21.0 92448
162 -21.0 92957
163 -21.0 93586
164 -20.0 94111
165 -21.0 94742
166 -21.0 95432
167 -21.0 95941
168 -21.0 96452
169 -21.0 96961
170 -21.0 97408
171 -20.0 98055
172 -20.0 98763
173 -19.0 99488
174 -21.0 99935
175 -21.0 100442
176 -20.0 101088
177 -21.0 101597
178 -21.0 102104
179 -21.0 102551
180 -21.0 103179
181 -21.0 103750
182 -21.0 104321
183 -21.0 105135
184 -21.0 105764
185 -21.0 106642
186 -20.0 107353
187 -21.0 107860
188 -21.0 108488
189 -21.0 108935
190 -21.0 109443
191 -21.0 110013
192 -21.0 110462
193 -21.0 111153
194 -21.0 111600
195 -21.0 112047
196 -21.0 112554
197 -21.0 113121
198 -21.0 113568
199 -21.0 114138
200 -21.0 114767
201 -21.0 115214
202 -21.0 115783
203 -21.0 116230
204 -21.0 116679
205 -21.0 117126
206 -21.0 117573
207 -21.0 118200
208 -21.0 118647
209 -21.0 119214
210 -20.0 119738
211 -21.0 120186
212 -21.0 120755
213 -21.0 121328
214 -20.0 121792
215 -21.0 122426
216 -21.0 123182
217 -21.0 123753
218 -21.0 124200
219 -21.0 124830
220 -21.0 125279
221 -21.0 125971
222 -21.0 126478
223 -21.0 127170
224 -21.0 127679
225 -21.0 128190
226 -21.0 128699
227 -21.0 129268
228 -21.0 129838
229 -21.0 130349
230 -21.0 130920
231 -21.0 131429
232 -21.0 131878
233 -21.0 132325
234 -21.0 132833
235 -21.0 133280
236 -21.0 133847
237 -21.0 134597
238 -21.0 135287
239 -20.0 135751
240 -21.0 136260
241 -21.0 136831
242 -21.0 137399
243 -21.0 138028
244 -21.0 138596
245 -21.0 139045
246 -21.0 139494
247 -21.0 139941
248 -21.0 140568
249 -21.0 141015
250 -21.0 141462
251 -21.0 142032
252 -21.0 142599
253 -21.0 143228
254 -21.0 143737
255 -21.0 144366
256 -21.0 144815
257 -21.0 145508
258 -21.0 145955
259 -21.0 146463
260 -19.0 147249
261 -21.0 147757
262 -21.0 148388
263 -21.0 148955
264 -21.0 149646
265 -21.0 150278
266 -21.0 150787
267 -21.0 151355
268 -21.0 151984
269 -20.0 152510
270 -21.0 152957
271 -21.0 153466
272 -21.0 153977
273 -21.0 154544
274 -21.0 155052
275 -21.0 155682
276 -21.0 156190
277 -21.0 156820
278 -21.0 157267
279 -21.0 157776
280 -21.0 158653
281 -21.0 159102
282 -21.0 159550
283 -21.0 160118
284 -21.0 160688
285 -20.0 161272
286 -21.0 161964
287 -20.0 162430
288 -21.0 162877
289 -21.0 163384
290 -20.0 163981
291 -21.0 164430
292 -21.0 165181
293 -21.0 165935
294 -21.0 166505
295 -21.0 166952
296 -21.0 167400
297 -21.0 168088
298 -21.0 168778
299 -21.0 169227
300 -20.0 169691
301 -21.0 170139
302 -21.0 170586
303 -21.0 171335
304 -21.0 171968
305 -20.0 172492
306 -21.0 173180
307 -21.0 173688
308 -21.0 174135
309 -21.0 174642
310 -21.0 175091
311 -21.0 175779
312 -21.0 176228
313 -21.0 176797
314 -21.0 177305
315 -21.0 177812
316 -21.0 178319
317 -21.0 178766
318 -21.0 179335
319 -21.0 179845
320 -21.0 180354
321 -19.0 181077
322 -21.0 181584
323 -21.0 182091
324 -21.0 182601
325 -21.0 183171
326 -21.0 183740
327 -21.0 184247
328 -21.0 184934
329 -21.0 185381
330 -21.0 185830
331 -21.0 186279
332 -21.0 186726
333 -21.0 187297
334 -21.0 187986
335 -21.0 188433
336 -21.0 188880
337 -21.0 189329
338 -20.0 189854
339 -21.0 190424
340 -21.0 190871
341 -21.0 191438
342 -21.0 191886
343 -21.0 192453
344 -21.0 192900
345 -21.0 193467
346 -21.0 193914
347 -21.0 194361
348 -21.0 194809
349 -21.0 195319
350 -21.0 195891
351 -21.0 196580
352 -21.0 197210
353 -21.0 197657
354 -21.0 198408
355 -21.0 198915
356 -21.0 199423
357 -21.0 199931
358 -21.0 200378
359 -21.0 200886
360 -21.0 201273
361 -21.0 201660
362 -21.0 202107
363 -21.0 202616
364 -21.0 203489
365 -21.0 203996
366 -21.0 204504
367 -21.0 204953
368 -21.0 205584
369 -19.0 206128
370 -21.0 206762
371 -21.0 207209
372 -19.0 207750
373 -21.0 208199
374 -21.0 208828
375 -21.0 209335
376 -21.0 209966
377 -21.0 210413
378 -21.0 210861
379 -20.0 211325
380 -21.0 211832
381 -21.0 212463
382 -18.0 213100
383 -21.0 213549
384 -21.0 214056
385 -21.0 214505
386 -21.0 215318
387 -21.0 215826
388 -21.0 216334
389 -20.0 217103
390 -20.0 217749
391 -21.0 218376
392 -21.0 218823
393 -21.0 219511
394 -21.0 220138
395 -21.0 220646
396 -20.0 221354
397 -21.0 221922
398 -21.0 222431
399 -21.0 223002
400 -20.0 223527
401 -21.0 224158
402 -20.0 224623
403 -21.0 225071
404 -21.0 225518
405 -21.0 226026
406 -21.0 226596
407 -21.0 227043
408 -21.0 227550
409 -21.0 228181
410 -21.0 228630
411 -20.0 229351
412 -20.0 229817
413 -21.0 230446
414 -21.0 230893
415 -21.0 231340
416 -20.0 231932
417 -21.0 232379
418 -21.0 232827
419 -21.0 233214
420 -21.0 233661
421 -21.0 234172
422 -20.0 234696
423 -21.0 235325
424 -21.0 236016
425 -21.0 236645
426 -21.0 237273
427 -21.0 237843
428 -21.0 238290
429 -21.0 238799
430 -21.0 239307
431 -21.0 239878
432 -21.0 240631
433 -21.0 241080
434 -21.0 241953
435 -21.0 242521
436 -21.0 242968
437 -21.0 243476
438 -21.0 244044
439 -21.0 244552
440 -21.0 245119
441 -21.0 245748
442 -21.0 246497
443 -21.0 247128
444 -21.0 247639
445 -21.0 248207
446 -21.0 248838
447 -21.0 249410
448 -21.0 249978
449 -21.0 250425
450 -21.0 250874
451 -21.0 251566
452 -21.0 252013
453 -20.0 252660
454 -21.0 253227
455 -21.0 253982
456 -21.0 254489
457 -21.0 255298
458 -21.0 255928
459 -21.0 256375
460 -21.0 256822
461 -21.0 257392
462 -21.0 257899
463 -21.0 258346
464 -21.0 258793
465 -21.0 259300
466 -21.0 259808
467 -21.0 260255
468 -21.0 260762
469 -21.0 261209
470 -21.0 261781
471 -21.0 262472
472 -21.0 263281
473 -20.0 264237
474 -21.0 264686
475 -21.0 265193
476 -21.0 265822
477 -21.0 266269
478 -20.0 266794
479 -20.0 267319
480 -21.0 267826
481 -21.0 268336
482 -21.0 268783
483 -21.0 269353
484 -21.0 270045
485 -21.0 270494
486 -21.0 270943
487 -21.0 271451
488 -21.0 271900
489 -20.0 272425
490 -20.0 273191
491 -21.0 274060
492 -21.0 274689
493 -21.0 275317
494 -21.0 275764
495 -20.0 276289
496 -21.0 276737
497 -21.0 277184
498 -21.0 277631
499 -21.0 278078
500 -21.0 278586
501 -21.0 279033
502 -21.0 279664
503 -21.0 280173
504 -21.0 280740
505 -21.0 281187
506 -21.0 281636
507 -21.0 282205
508 -21.0 282712
509 -21.0 283522
510 -21.0 284152
511 -21.0 284905
512 -21.0 285538
513 -21.0 285985
514 -21.0 286433
515 -21.0 287125
516 -21.0 287574
517 -21.0 288081
518 -21.0 288648
519 -21.0 289156
520 -20.0 289804
521 -21.0 290311
522 -21.0 290759
523 -21.0 291266
524 -21.0 291835
525 -21.0 292342
526 -21.0 292789
527 -21.0 293421
528 -21.0 293929
529 -21.0 294438
530 -21.0 295132
531 -21.0 295579
532 -19.0 296366
533 -21.0 296937
534 -21.0 297445
535 -20.0 297969
536 -21.0 298598
537 -21.0 299045
538 -21.0 299553
539 -21.0 300000
540 -21.0 300447
541 -21.0 300894
542 -21.0 301341
543 -20.0 301867
544 -21.0 302376
545 -21.0 302884
546 -21.0 303455
547 -21.0 304085
548 -20.0 304610
549 -21.0 305177
550 -20.0 305769
551 -21.0 306276
552 -21.0 306910
553 -21.0 307357
554 -21.0 307925
555 -21.0 308372
556 -21.0 308821
557 -20.0 309345
558 -21.0 309794
559 -21.0 310361
560 -21.0 310809
561 -21.0 311439
562 -20.0 312281
563 -21.0 313033
564 -21.0 313540
565 -21.0 314234
566 -21.0 314681
567 -20.0 315206
568 -21.0 315776
569 -20.0 316428
570 -21.0 316998
571 -21.0 317507
572 -21.0 317954
573 -21.0 318403
574 -21.0 318970
575 -20.0 319556
576 -21.0 320003
577 -21.0 320450
578 -21.0 320958
579 -20.0 321602
580 -21.0 322172
581 -21.0 322619
582 -21.0 323249
583 -21.0 323758
584 -21.0 324205
585 -21.0 324714
586 -21.0 325163
587 -21.0 325733
588 -21.0 326242
589 -21.0 326874
590 -21.0 327321
591 -21.0 327888
592 -21.0 328763
593 -21.0 329455
594 -21.0 329902
595 -21.0 330349
596 -20.0 330999
597 -21.0 331627
598 -21.0 332074
599 -21.0 332522
600 -20.0 333300
601 -21.0 333747
602 -21.0 334256
603 -21.0 334703
604 -21.0 335150
605 -21.0 335537
606 -21.0 335924
607 -21.0 336311
608 -21.0 336758
609 -21.0 337387
610 -21.0 337896
611 -21.0 338343
612 -21.0 338790
613 -21.0 339237
614 -21.0 339684
615 -21.0 340193
616 -21.0 340763
617 -21.0 341271
618 -21.0 341963
619 -20.0 342732
620 -21.0 343303
621 -20.0 343953
622 -21.0 344400
623 -21.0 344847
624 -21.0 345294
625 -21.0 345865
626 -21.0 346312
627 -21.0 346759
628 -21.0 347206
629 -21.0 347716
630 -21.0 348163
631 -21.0 348790
632 -20.0 349452
633 -19.0 350485
634 -21.0 351054
635 -21.0 351501
636 -21.0 351948
637 -21.0 352396
638 -19.0 353243
639 -21.0 353690
640 -21.0 354323
641 -21.0 354894
642 -21.0 355772
643 -21.0 356219
644 -21.0 356727
645 -21.0 357415
646 -20.0 358257
647 -21.0 358706
648 -21.0 359337
649 -21.0 359786
650 -21.0 360234
651 -21.0 360742
652 -21.0 361250
653 -21.0 361945
654 -21.0 362392
655 -21.0 362902
656 -21.0 363351
657 -20.0 363998
658 -21.0 364568
659 -21.0 365017
660 -21.0 365888
661 -21.0 366335
662 -21.0 366782
663 -21.0 367229
664 -21.0 367982
665 -20.0 368628
666 -21.0 369075
667 -21.0 369524
668 -21.0 370094
669 -21.0 370661
670 -21.0 371109
671 -21.0 371620
672 -20.0 372145
673 -21.0 372594
674 -21.0 373041
675 -20.0 373878
676 -21.0 374385
677 -21.0 374832
678 -21.0 375279
679 -20.0 375803
680 -21.0 376434
681 -21.0 376821
682 -21.0 377208
683 -21.0 377655
684 -21.0 378102
685 -21.0 378673
686 -21.0 379181
687 -21.0 379689
688 -21.0 380198
689 -20.0 380724
690 -21.0 381231
691 -21.0 381678
692 -21.0 382432
693 -21.0 383001
694 -21.0 383571
695 -20.0 384159
696 -21.0 384606
697 -21.0 385053
698 -21.0 385620
699 -21.0 386069
700 -21.0 386516
701 -20.0 387106
702 -21.0 387553
703 -21.0 388181
704 -21.0 388630
705 -21.0 389321
706 -21.0 389892
707 -20.0 390356
708 -21.0 390926
709 -21.0 391373
710 -21.0 391880
711 -21.0 392389
712 -21.0 392836
713 -21.0 393283
714 -21.0 393730
715 -20.0 394194
716 -21.0 394761
717 -21.0 395390
718 -21.0 395839
719 -19.0 396442
720 -20.0 397337
721 -21.0 397785
722 -20.0 398249
723 -21.0 398696
724 -21.0 399145
725 -21.0 399592
726 -21.0 400101
727 -21.0 400669
728 -21.0 401178
729 -21.0 401626
730 -21.0 402133
731 -21.0 402582
732 -20.0 403108
733 -21.0 403556
734 -21.0 404003
735 -21.0 405180
736 -20.0 405644
737 -21.0 406152
738 -21.0 406601
739 -21.0 407048
740 -21.0 407619
741 -21.0 408128
742 -21.0 408759
743 -21.0 409391
744 -21.0 409778
745 -21.0 410165
746 -21.0 410614
747 -21.0 411001
748 -21.0 411388
749 -21.0 411835
750 -21.0 412282
751 -21.0 412729
752 -21.0 413236
753 -21.0 413743
754 -21.0 414190
755 -21.0 414639
756 -21.0 415087
757 -21.0 415596
758 -21.0 416106
759 -21.0 416677
760 -21.0 417549
761 -21.0 418058
762 -21.0 418507
763 -21.0 418894
764 -21.0 419281
765 -21.0 419730
766 -21.0 420179
767 -21.0 420626
768 -21.0 421073
769 -21.0 421520
770 -21.0 421967
771 -21.0 422535
772 -21.0 423044
773 -21.0 423921
774 -21.0 424432
775 -21.0 424879
776 -21.0 425326
777 -21.0 426017
778 -21.0 426464
779 -21.0 426913
780 -21.0 427360
781 -21.0 427987
782 -21.0 428434
783 -21.0 428881
784 -21.0 429510
785 -21.0 430018
786 -21.0 430465
787 -21.0 430912
788 -21.0 431423
789 -21.0 431930
790 -21.0 432377
791 -21.0 433130
792 -21.0 433701
793 -21.0 434209
794 -21.0 434656
795 -21.0 435104
796 -21.0 435491
797 -21.0 435938
798 -21.0 436447
799 -21.0 437201
800 -21.0 437770
801 -21.0 438219
802 -21.0 438727
803 -21.0 439359
804 -21.0 439866
805 -21.0 440433
806 -21.0 441063
807 -21.0 441510
808 -21.0 442019
809 -21.0 442466
810 -21.0 443033
811 -21.0 443482
812 -21.0 443993
813 -21.0 444441
814 -21.0 445377
815 -21.0 445826
816 -21.0 446518
817 -21.0 446965
818 -20.0 447633
819 -20.0 448097
820 -20.0 448561
821 -20.0 449107
822 -21.0 449556
823 -21.0 450003
824 -20.0 450467
825 -21.0 450976
826 -21.0 451423
827 -21.0 451932
828 -21.0 452381
829 -21.0 452890
830 -21.0 453277
831 -21.0 453724
832 -20.0 454432
833 -21.0 454879
834 -21.0 455390
835 -21.0 455838
836 -20.0 456302
837 -20.0 456948
838 -20.0 457412
839 -21.0 457861
840 -20.0 458325
841 -21.0 459020
842 -21.0 459467
843 -21.0 460038
844 -21.0 460485
845 -21.0 460994
846 -21.0 461381
847 -21.0 461768
848 -21.0 462155
849 -21.0 462602
850 -21.0 463049
851 -21.0 463496
852 -21.0 464065
853 -21.0 464632
854 -21.0 465079
855 -21.0 465710
856 -21.0 466157
857 -21.0 466604
858 -21.0 467174
859 -21.0 467621
860 -21.0 468070
861 -21.0 468519
862 -21.0 469028
863 -21.0 469537
864 -21.0 469984
865 -21.0 470491
866 -21.0 471184
867 -21.0 471631
868 -21.0 472078
869 -21.0 472586
870 -21.0 473033
871 -21.0 473482
872 -21.0 473929
873 -21.0 474437
874 -21.0 475006
875 -20.0 475470
876 -21.0 476039
877 -21.0 476488
878 -20.0 476952
879 -21.0 477399
880 -21.0 477846
881 -21.0 478295
882 -20.0 478940
883 -21.0 479387
884 -21.0 479896
885 -21.0 480403
